CLIENTNUM,Total_Relationship_Count,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
717358158,5,1189,0.95,3215,64,0.882
720301458,3,1924,0.468,3000,64,0.641
826471458,2,1767,0.54,1919,38,0.52
794579658,3,2517,0.762,3537,73,0.738
717052158,3,2386,0.743,3492,66,0.692
818311533,5,1429,0.745,3535,65,0.667
716156508,3,0,0.64,4095,63,0.75
711191808,3,1793,0.545,4256,82,0.783
712084383,4,2081,0.941,4247,81,0.841
788641758,5,888,0.638,3868,66,0.61
788768883,4,1642,0.416,4676,68,0.659
713277783,6,905,0.541,2168,55,0.486
717451833,6,2517,0.607,4547,67,0.861
712291308,5,1721,0.682,1852,38,0.81
712852233,5,765,1.129,4583,78,0.857
712312908,6,0,0.662,3890,66,0.65
773457558,3,1227,0.76,3818,81,0.588
716194683,4,1138,0.826,2155,48,0.714
720563058,6,1052,0.547,4175,65,0.667
719502183,3,1829,0.671,4529,73,0.872
712287333,3,2055,0.589,4048,74,0.51
716944983,4,2517,0.424,1658,27,0.5
718115733,4,1544,0.321,1627,27,0.5
827691858,3,1251,0.581,2006,52,0.405
716431833,3,1165,0.966,4614,96,0.714
717265983,3,2066,0.463,3749,80,0.667
769578858,4,0,0.797,4010,76,0.767
712815858,5,0,0.515,3525,79,0.837
815851233,6,0,0.417,1726,42,0.312
779425608,6,983,0.761,3752,75,0.974
811532208,3,1170,0.95,3634,62,0.676
713896533,5,838,0.654,3157,63,0.853
712546233,5,0,0.598,4065,76,0.767
772148058,6,759,0.892,2755,53,0.559
771776808,5,0,0.531,1877,38,0.462
715905633,3,1433,0.955,3433,68,0.943
778282758,6,1052,1.034,4140,69,0.816
717886008,5,0,0.639,4527,67,0.558
709985133,3,2296,0.754,2603,47,1.043
709289358,4,1266,0.615,3226,53,0.71
720457608,4,0,0.637,4306,63,0.75
780612558,3,1850,0.952,3421,55,0.719
714216033,4,738,0.692,3488,80,0.778
710577708,5,1983,0.831,2591,59,0.903
719462433,4,1002,0.598,4227,92,0.84
769063308,6,2323,0.671,1676,36,0.714
715136583,4,942,0.604,4077,81,0.653
710915358,5,1616,0.755,3242,58,1.0
709841433,6,1188,0.927,3885,83,0.627
710509758,5,765,0.68,2507,64,0.641
720527058,4,1306,0.525,4343,74,0.682
711787383,3,1428,0.57,3782,64,0.641
715824108,3,1291,0.878,4697,75,0.667
719474583,6,1776,0.46,2778,53,0.472
719282433,3,1372,1.154,3280,71,0.69
772669833,4,0,0.558,3048,70,0.75
789365508,2,512,0.176,1453,26,0.13
806641683,5,1461,0.646,3416,70,0.707
805534608,4,1314,0.477,3817,60,0.818
781117533,6,0,0.64,2823,61,0.794
710294808,4,1241,0.782,4509,67,0.675
718788258,3,776,0.705,3290,82,0.64
716404383,1,2517,0.813,2315,52,0.625
824795358,3,1038,0.718,4150,70,0.591
715196508,5,0,0.653,4123,74,0.762
779051808,3,1348,0.877,4145,75,0.596
720695583,6,1787,0.648,3432,70,0.75
826414083,4,1017,0.458,4225,79,0.681
708426483,4,716,0.923,3534,73,1.147
787472283,4,1321,0.716,3918,78,0.5
716948283,3,0,0.653,3497,69,0.683
778375458,6,1724,0.948,3402,75,0.923
718504983,6,0,0.56,3340,60,0.579
709625733,5,1115,0.542,4620,64,0.488
719357058,5,1428,0.747,3962,70,0.795
709626858,3,1379,0.896,4222,61,0.605
711843708,2,0,0.654,2860,38,0.727
711349083,3,0,1.073,2962,60,0.765
721462458,3,1179,0.671,3784,69,0.683
780833058,4,2271,0.61,3835,60,0.818
769962933,4,1192,0.687,5244,75,0.471
719095533,3,1652,1.132,3382,58,0.758
709718058,5,2181,0.478,4650,78,0.625
819151083,3,1775,0.54,4042,79,0.491
770778108,4,1419,0.797,3585,68,0.943
718877883,3,2517,0.86,2440,44,0.76
710376708,4,1377,0.564,3928,54,0.8
718366983,6,2446,0.76,3504,64,0.882
719604858,4,0,0.522,2196,37,0.233
714549558,3,0,0.817,2362,49,0.4
822955008,3,0,0.94,2287,49,0.581
712986483,3,0,0.589,3993,73,0.659
779597133,4,1784,0.785,4317,81,0.929
758426583,3,1031,0.582,3308,72,0.674
716805408,6,804,0.51,4511,74,0.682
711275433,3,0,0.636,2021,38,0.52
778968408,4,0,0.771,1955,47,0.808
827117808,2,2513,0.0,1152,28,0.0
804462633,3,0,0.523,2287,44,0.294
709321908,2,2319,0.484,1676,51,0.759
714907908,6,1674,0.588,3722,77,0.711
818336508,6,1650,0.717,4037,60,0.714
712597233,2,1721,0.446,1714,32,0.391
711964533,3,2517,0.733,4155,68,0.659
716705433,6,931,1.068,4182,78,0.696
717983058,5,1068,0.881,3058,58,0.871
709587783,6,0,0.461,4033,73,0.327
709804533,3,1451,0.632,3973,74,0.451
712076358,5,868,0.882,3535,57,1.111
711670308,3,1576,0.504,3199,65,0.548
720717108,6,1210,0.972,3647,59,0.686
784789758,6,1601,1.168,3966,74,0.947
779689233,3,1291,0.708,2903,69,0.683
788792583,4,0,0.758,4458,71,0.578
710657508,3,1325,0.607,3975,65,0.477
716393958,4,1483,0.668,3855,66,0.61
770708133,5,1330,0.905,3833,64,1.065
766131033,6,976,1.021,3163,60,0.818
719816583,3,552,0.699,2309,49,0.633
715376508,3,2517,0.625,3493,65,0.711
709300458,5,1031,1.212,4041,73,0.698
778340733,3,1537,0.919,1950,31,0.938
708195633,5,1182,0.613,2440,54,0.543
714729933,6,1525,0.543,3749,59,0.686
794514108,4,0,0.934,4051,65,0.667
812501358,4,611,0.465,4864,76,0.462
718961208,5,0,1.073,3799,85,0.604
814459833,5,0,0.539,3042,55,0.528
720363258,3,1640,0.82,4007,75,0.705
714496083,4,1781,0.546,1609,28,0.474
713004933,3,2332,0.58,2634,51,0.378
712011633,6,850,0.953,3652,64,1.37
772466508,6,2517,0.569,2030,45,0.452
708225483,3,1561,0.829,4246,81,0.8
788923758,3,2517,0.88,4138,76,0.727
789150633,6,1888,0.762,3687,58,0.812
710809083,6,787,0.914,4587,58,0.568
787669233,3,1046,1.001,3435,76,0.727
708119658,4,1034,0.663,2519,53,0.472
737921733,3,1604,0.476,1581,34,0.417
765940683,5,1747,0.503,2033,56,0.867
719732433,5,1017,0.532,3771,78,0.66
715491483,5,0,0.748,3693,62,0.722
783381933,4,1942,0.926,3512,63,0.853
811554708,4,1434,0.472,3609,76,0.551
719536608,4,1931,0.69,4944,78,0.66
720753183,4,2035,1.004,4247,76,0.854
714505683,5,0,0.506,3250,63,0.658
711942783,3,1909,0.833,4048,61,0.848
714031983,6,1418,0.546,4038,63,0.615
711372258,4,1002,1.108,2897,62,0.632
710825658,5,1614,0.675,4045,78,0.733
716575758,2,0,0.588,1859,41,0.464
714732183,6,1607,0.432,3188,65,0.667
714097683,3,0,0.569,2123,44,0.571
720568083,5,0,0.574,2428,53,0.893
708121908,2,0,0.574,2045,45,0.5
778710783,3,974,0.857,3778,83,0.694
713745783,4,1452,0.887,2336,49,1.13
711043983,6,1259,0.547,3275,67,0.595
716438433,4,1449,0.819,4002,66,0.571
709435533,2,0,0.279,1401,44,0.419
711080358,4,2205,0.796,3657,66,0.737
718677858,4,1053,0.854,4571,72,0.756
720259308,5,569,0.668,3927,82,0.577
719346708,5,1675,0.882,3820,72,0.636
719874633,2,0,0.596,1891,34,0.214
720286908,5,0,0.956,3680,80,0.951
719168883,1,0,1.014,2753,45,0.607
789893808,6,1230,0.608,2100,38,0.407
772472208,6,996,0.644,2298,48,0.655
710402508,4,0,0.863,3487,69,0.683
710218233,4,1044,0.591,3161,65,0.711
714212358,1,1706,0.359,2142,57,0.676
812956983,6,1989,0.707,3409,59,1.034
780241758,4,2517,0.467,3527,59,0.788
711580908,6,2258,1.058,4119,81,0.884
712835433,5,0,0.806,4869,73,0.825
716461683,5,1339,0.556,4134,72,1.0
713617608,5,1844,1.051,4217,79,0.795
714622833,5,1664,0.916,3489,58,0.611
712115958,5,2264,0.544,3562,74,0.682
712033833,5,1341,0.952,3899,70,0.75
714548733,6,0,0.524,2655,64,0.829
719523108,6,576,0.637,4253,80,0.6
710881008,3,1238,0.903,4119,66,0.61
715098333,3,761,0.916,4313,82,0.547
708211383,3,0,0.731,3906,74,0.574
715054683,3,0,0.771,3838,60,0.463
710670633,6,1779,0.785,2131,33,0.571
784560258,4,1247,0.657,3937,63,0.658
710871108,4,1459,0.687,4759,70,0.556
787770858,3,774,0.984,3889,81,0.723
721104708,1,1966,0.91,3033,41,0.708
717461283,3,570,0.688,2066,45,0.25
803028858,2,0,0.581,2031,36,0.385
716628633,6,1519,0.787,4406,74,0.574
813380058,3,863,0.992,3593,51,0.821
770135358,6,1485,0.699,4417,77,0.711
719301258,4,0,0.791,3982,68,0.943
711340233,6,2059,0.763,3630,78,0.56
710002833,3,2517,0.984,4355,71,0.919
808705758,6,1732,0.674,1624,27,0.688
710839308,6,1671,0.689,3161,77,0.878
768687183,3,1083,0.907,3017,53,0.71
720541758,5,1655,0.562,3711,64,0.524
712263258,6,0,1.057,3371,62,0.676
712751133,3,1369,0.585,1829,42,0.312
779662308,3,710,0.683,3808,80,0.569
719260608,5,1566,1.106,3961,53,0.893
803319633,4,1358,0.657,3988,81,0.688
708170508,2,0,0.461,1651,42,0.5
711891933,3,1582,0.496,3369,59,0.788
802875333,3,0,0.819,3377,54,0.929
719991783,5,2183,0.739,3644,67,0.634
745435533,6,2517,0.78,3104,70,0.75
718063083,6,2025,0.656,4738,82,0.673
710713608,6,2396,0.81,4070,67,0.718
720487308,3,0,1.049,4184,54,1.077
719770158,1,0,0.549,2189,37,0.276
712283808,5,1149,0.76,1964,44,0.467
779737233,3,628,0.695,3971,66,0.784
751076058,4,0,0.689,3756,73,0.921
736552308,3,672,0.655,3291,65,0.757
720578058,3,2375,0.539,4101,67,0.718
714932658,5,0,0.783,4098,81,0.588
804708633,3,0,0.518,4666,87,0.776
716271183,3,0,0.547,1720,42,0.4
712442508,6,783,0.733,3464,70,0.795
719165508,5,2262,0.592,3066,69,0.816
826467333,4,585,0.925,4082,74,0.682
721027083,6,1862,0.589,3543,87,0.812
713764458,5,2090,0.88,3453,68,0.838
816261858,2,2245,0.612,1821,39,0.696
710850633,3,1613,1.082,3325,67,0.675
805282908,3,1100,0.365,4401,71,0.651
771246708,5,2297,0.516,4371,82,0.64
785119833,3,1180,0.898,3391,54,0.636
716780283,4,1735,0.587,4050,89,0.935
716546283,6,943,0.686,3944,72,0.674
721308033,3,2517,0.882,2609,42,0.615
779270883,6,0,0.76,3982,77,0.878
822061683,5,1977,0.558,4106,85,0.809
710058033,4,0,0.486,3781,66,0.61
710678658,5,1151,0.801,3684,64,0.829
712943508,5,1023,0.816,4608,79,0.927
816263808,4,755,0.931,2760,56,1.0
714162033,3,1519,0.887,3434,49,0.69
711238908,6,1758,0.641,5103,62,0.771
713971608,6,1830,1.002,4337,71,0.543
715193433,4,0,0.675,3889,67,0.489
713111883,5,1812,0.686,3783,70,0.75
716911608,4,1017,0.589,3816,71,0.449
822898758,3,973,0.908,3239,66,0.65
712085733,5,880,0.687,3491,64,0.455
718583133,4,981,0.65,3598,75,0.705
772095858,4,1246,1.055,3929,66,0.737
780074733,5,1565,0.95,4518,72,0.5
710182383,4,1568,1.064,3626,77,0.878
713418558,6,0,0.597,3819,71,0.614
715445883,5,2105,0.832,4449,86,0.686
718599108,5,1172,0.514,4419,64,0.73
711546333,4,1559,0.726,4962,72,0.714
721513833,6,1504,0.775,2808,72,0.6
771669183,5,1212,0.308,3651,70,0.556
774760458,3,2517,0.506,1739,36,0.5
713453733,6,1654,0.528,3428,84,0.68
804415083,3,655,1.084,2611,51,0.545
711419133,3,1077,0.934,4449,77,0.878
710691633,4,1152,0.899,4546,78,0.5
715008858,5,655,0.616,4099,66,0.571
771424908,2,1129,0.462,1766,31,0.476
771215583,6,1475,0.528,3505,60,0.935
711012783,1,0,0.631,2066,46,0.769
827408058,6,2002,1.107,3803,68,0.511
713904708,6,1942,0.823,4926,85,0.635
807596358,6,1204,0.575,4650,70,0.556
708788583,3,0,0.422,1648,43,0.536
713446083,5,1732,0.871,3996,65,0.548
717888108,3,2517,0.606,3635,62,0.824
819714408,6,2386,0.564,1981,42,1.0
716853258,5,0,0.904,4253,72,0.895
719455083,4,1508,0.703,3734,64,0.882
779299233,3,1375,0.742,3563,73,0.553
771922008,5,1889,0.421,4416,64,0.6
708887433,6,0,0.736,3150,59,0.475
713214558,4,2195,0.635,3608,68,0.417
718038483,5,0,0.446,3449,75,0.705
714053358,6,0,0.683,4039,81,1.077
713730933,2,0,0.314,1739,44,0.467
762775908,3,1292,0.537,4177,63,0.75
713181558,6,0,0.732,4201,73,0.587
713079108,5,925,1.056,3660,72,0.6
804426858,3,1660,0.562,1974,33,1.062
788379933,5,0,0.709,4422,70,0.628
713740533,5,1664,0.809,2478,52,0.926
712235433,2,0,0.587,2326,50,0.429
811705233,6,0,0.583,4099,71,0.69
714594933,6,990,0.503,3758,65,0.711
714377058,3,0,0.747,2186,50,0.562
827114058,6,0,0.52,4447,74,0.574
708654933,3,193,0.435,2021,46,0.394
720283758,1,1733,0.614,1783,43,0.654
801994458,3,2517,0.673,3163,65,0.97
718834233,4,0,0.771,3848,71,0.69
719196858,4,2276,1.008,4254,77,0.711
708451233,5,1650,0.58,3707,72,0.44
718735908,3,0,0.456,1799,51,0.645
789339633,4,0,0.721,3736,55,0.719
804833058,1,0,0.684,1832,49,0.581
712542258,5,2000,0.882,4742,79,0.837
713639058,6,0,0.432,1329,35,0.591
709560258,2,0,0.54,2239,38,0.407
718317258,3,1960,1.008,3618,76,0.583
720362058,4,0,0.52,1937,46,0.704
712606158,4,1214,0.858,3685,63,0.658
713162358,4,509,0.625,4050,72,0.5
710673558,3,1600,0.878,4087,70,0.628
710096658,4,1978,0.443,2191,42,0.5
721313808,6,1741,0.669,4488,73,0.825
778924158,4,0,0.71,3749,77,0.604
719602908,3,812,0.62,2064,42,0.4
820383558,6,1344,0.492,3258,58,0.758
717953283,5,1189,0.398,4379,45,1.143
710327508,5,1290,0.709,4247,87,0.706
785134758,3,0,0.754,4077,77,0.791
811970808,4,1885,0.973,3491,65,0.711
718676283,6,1662,0.555,3779,72,0.756
720439533,3,1358,0.553,4951,73,0.587
793720908,6,875,0.807,3636,48,1.286
708937608,4,1366,0.86,4590,66,0.571
769189083,4,639,0.768,4427,85,0.735
713455233,5,1416,0.491,4026,65,0.512
719563158,6,1921,0.766,3850,75,0.562
753118533,6,986,0.865,4686,75,0.667
713265858,4,1344,0.523,4795,92,0.673
709713033,3,0,0.62,1735,35,0.522
711608958,5,1035,0.754,4092,74,0.947
708633783,3,0,0.691,1809,39,0.345
714532158,3,1166,0.839,3848,68,0.619
720950283,3,0,0.551,2064,63,0.853
809797158,3,1592,0.679,3627,66,1.0
713692683,4,1944,0.942,3216,77,0.674
710748483,3,1934,0.577,3861,68,0.7
720868683,5,1343,0.491,1814,37,0.37
787532808,6,2236,1.004,3293,66,0.833
709453833,3,859,0.915,4227,67,0.634
712114458,6,1835,0.532,3941,64,0.455
811013658,4,871,0.606,3221,68,0.581
789180933,3,2216,0.81,4524,67,0.489
717151383,3,1603,0.432,3616,85,0.545
712470033,6,2053,0.705,2960,67,0.861
717840108,2,1357,0.573,1771,35,0.346
709131033,3,1701,0.628,4056,71,0.578
721506708,4,2517,0.751,3988,68,0.789
716039433,4,1271,1.087,3445,64,0.73
710874933,5,2224,0.545,2149,40,1.105
794682483,5,1094,0.63,3095,64,0.524
709229358,6,1604,0.853,4835,80,0.702
772177308,4,0,1.124,2572,62,0.938
715016508,1,0,0.801,2441,37,0.37
716071233,5,1934,0.626,4613,73,0.553
818308533,4,0,0.82,3162,56,0.6
711000933,5,2490,0.788,3724,61,0.605
760104333,6,0,0.821,3246,63,0.703
718201383,6,1560,0.555,2139,48,0.714
779450958,5,1782,0.718,4739,88,0.796
717990183,5,2444,0.619,5100,79,0.717
721252683,4,1501,0.813,3368,64,0.641
710505483,4,0,0.814,3099,69,0.816
711587433,6,2407,0.378,4328,71,0.543
720964683,5,0,0.81,3477,60,0.622
711478233,4,2496,0.561,3691,58,1.071
717096858,4,719,0.711,4828,78,0.529
719739108,3,2517,0.751,4021,56,0.806
717432933,3,1387,0.899,4587,76,0.551
721501308,6,918,0.957,4410,70,0.591
714169083,5,1639,0.688,4959,74,0.805
710194683,3,2260,0.711,2313,39,0.857
715365183,4,0,0.886,3323,65,1.097
715448058,6,1824,0.771,1973,50,1.381
779008158,3,1655,1.008,4961,71,0.821
712822758,6,1403,0.951,2730,58,0.758
717466158,3,1248,0.434,4889,62,0.632
798687258,3,1812,0.666,4134,62,0.824
717380133,6,1909,0.371,4218,72,0.636
709693833,6,1605,0.571,2468,44,0.419
804847308,6,0,0.516,4018,69,0.605
716321583,5,1173,1.04,3441,55,0.719
712685733,6,1698,0.823,3498,68,0.619
781306758,1,2517,0.602,1844,49,0.633
743912958,3,1103,0.757,4080,65,0.625
712294083,4,0,0.739,2367,45,0.452
716630508,6,2361,0.799,4425,75,0.63
711334983,1,0,0.504,2077,46,0.643
717442758,5,1452,1.194,4141,79,0.612
709137558,6,2084,0.798,4689,69,0.725
714366708,6,1069,0.84,3790,85,0.889
711925608,3,1623,0.681,3886,81,0.8
721202058,4,785,0.838,4160,61,0.649
716931183,3,788,1.193,4296,68,0.7
800164083,4,1257,0.724,3819,76,0.617
719682183,3,2517,0.713,1997,43,1.048
710984133,5,557,0.768,4654,88,0.66
780307233,5,1471,1.485,3521,58,1.0
716434533,2,0,0.615,2106,56,0.697
828215508,4,0,0.639,1785,33,0.32
716138958,6,1180,1.0,3740,68,0.7
709276908,6,0,0.783,3990,75,0.596
815767983,4,0,0.555,4869,66,0.737
712812408,2,0,0.544,1921,41,0.464
712403358,4,696,0.888,4307,76,0.9
717826308,6,1798,0.847,4061,66,0.692
753443583,5,0,0.663,3992,73,0.553
721428333,4,541,0.958,3609,77,0.604
719910333,4,1190,0.936,3595,80,0.667
713585958,2,0,0.406,1457,42,0.5
712866933,6,0,0.962,3700,73,0.738
719219883,4,769,0.68,3651,67,0.718
779170008,4,0,0.763,4596,78,0.5
779727558,4,1250,0.699,4148,71,0.543
714373308,6,0,0.565,3634,66,0.65
715000383,4,852,0.785,4047,76,0.81
710493558,3,0,0.415,1979,37,0.321
778839108,3,0,0.515,3687,74,0.644
715548183,4,1670,0.735,3129,79,0.837
712545183,4,1487,0.738,3333,66,1.0
779032308,4,2316,0.793,3279,66,0.941
721500108,5,0,0.959,4402,55,0.833
713389233,3,0,0.632,3418,58,0.758
718811058,6,1887,0.806,4391,66,0.571
717084708,6,1543,0.703,3802,68,0.447
778247358,5,0,0.801,3880,67,0.811
710702733,6,0,0.881,3949,69,0.683
815240358,4,1501,1.063,3357,62,0.771
715165758,3,587,0.821,2862,56,1.24
827964858,3,859,0.74,2151,46,0.438
773667708,3,1008,0.639,2176,39,0.56
717400533,5,789,1.039,4839,92,0.769
713586858,4,1175,0.779,4187,73,0.825
711393483,4,0,1.293,4340,76,0.767
812979408,3,0,0.761,2458,41,0.577
711877458,6,0,0.705,4072,72,0.756
714351558,3,0,0.576,3950,65,0.548
828343083,3,1793,0.803,3646,68,0.659
790002783,4,610,0.582,4079,65,0.585
708615183,4,1146,0.681,4558,90,0.636
718509858,3,0,0.789,4347,69,0.683
718540308,5,730,0.871,4263,62,0.632
778180158,5,1887,0.455,3636,69,0.643
778242708,5,1450,0.797,4323,81,0.688
806947308,3,1553,0.324,1735,44,0.375
714899283,5,1994,0.725,3972,73,0.587
708386958,3,0,0.502,1947,28,0.556
710986758,6,1505,1.034,3891,76,0.9
718220358,2,0,0.685,1712,41,0.414
710568333,4,1823,0.811,2293,47,0.567
712656783,3,2517,0.674,2179,40,0.429
717483558,3,1353,1.41,3547,61,0.649
721440633,5,897,0.778,4387,71,0.511
738899658,6,2517,0.736,2468,43,0.536
711423558,4,0,0.857,4181,63,1.032
721522533,6,1143,0.824,4311,70,0.591
708558408,5,1597,0.659,3776,83,0.596
714727833,2,2517,0.777,2257,48,0.714
714365883,3,918,0.56,3877,75,0.744
715856208,5,1119,0.671,4028,76,0.767
708944958,5,1030,1.09,4612,75,0.923
771516333,6,0,0.892,3831,81,0.761
772051308,6,1823,0.574,3853,69,0.683
788350908,3,1110,0.651,3548,69,0.5
818322033,6,1247,0.889,3943,80,0.702
716288958,3,0,0.726,4062,71,0.578
712347258,3,0,0.749,4419,68,0.619
779072733,5,0,0.613,4979,77,0.571
710003958,3,665,0.75,4100,84,0.615
715287708,6,1173,0.607,3769,77,0.54
708774708,6,1589,0.864,3858,70,0.522
713535033,3,1377,0.567,3200,91,0.717
719314683,3,527,0.678,3645,69,0.605
789293358,3,1794,0.62,5328,78,0.625
787638408,5,2087,0.804,4161,74,0.644
715974783,4,0,0.888,4590,69,0.816
716134533,4,0,1.199,4406,80,0.739
708834483,1,0,0.569,1775,42,0.556
780168333,3,1829,0.685,3450,83,1.024
711557508,4,764,0.681,4066,74,0.574
772506858,3,2517,0.625,4552,81,0.588
765692658,4,1882,0.934,3825,70,0.75
720598308,3,1126,0.575,1736,35,0.4
709912683,5,2374,0.81,4390,77,0.604
815353083,2,2361,0.529,1853,36,0.385
720093333,6,2506,0.873,4855,79,0.58
717281658,3,1687,0.563,3953,65,0.711
765731433,3,0,0.598,3512,76,0.617
712050933,5,0,0.467,1533,41,0.323
787361583,4,2160,0.73,2204,60,0.667
709921158,6,1751,0.761,4241,76,0.854
714781908,3,548,0.647,3710,70,0.458
717592758,3,1578,0.85,2418,44,0.467
821339433,5,2118,1.036,4442,64,0.829
715174983,4,597,0.572,3331,67,0.675
710863308,6,1074,0.774,4020,84,0.68
806824908,4,1374,0.459,4717,71,0.69
710592933,3,1092,0.6,2216,54,0.588
771881283,3,1892,0.748,4036,78,0.773
708687483,3,0,0.411,1711,30,0.25
719147208,4,0,0.776,4814,88,0.63
709607733,4,1666,0.815,4275,83,0.766
713184858,4,818,0.917,4196,71,1.088
719929758,6,0,0.912,3057,54,0.688
759127158,3,0,0.767,4177,85,0.771
780717483,6,773,0.688,4755,58,0.706
708507483,6,0,0.756,4802,82,0.864
787617483,6,1542,0.93,4335,76,0.727
816608808,4,0,0.631,2773,62,0.676
716727258,5,0,0.698,4435,67,0.718
813890883,4,0,0.583,3811,65,0.711
768256908,3,1636,0.393,1880,37,0.233
811095483,3,2517,0.569,1732,35,0.458
720168558,3,0,0.842,4876,74,0.542
719309133,3,0,0.798,3877,70,0.556
721451208,2,0,0.602,1980,36,0.8
772879158,4,1069,0.77,3943,64,0.641
712934583,6,0,0.735,3490,62,0.938
710088483,4,1073,0.908,3283,56,1.0
753534633,4,0,0.9,3148,62,0.824
710932683,2,0,0.656,3470,69,0.917
714751158,4,2517,0.376,1789,48,0.455
718109808,4,1118,0.753,4599,89,0.648
713227233,4,0,0.792,4374,79,0.795
718342158,2,1933,0.579,1849,36,0.385
804606033,6,1172,0.65,3121,60,0.395
720755658,6,0,0.745,4172,70,0.75
711795633,3,0,0.664,3798,53,0.472
716654808,3,0,0.777,2084,31,0.55
817616433,6,0,0.68,4268,69,0.725
716390958,1,0,0.55,1697,47,0.424
716564433,3,0,0.294,1635,41,0.242
719530158,3,1273,0.563,3677,66,0.571
710621283,3,783,0.732,3910,66,0.65
716714733,3,955,0.644,3642,69,0.769
720921408,6,1544,0.919,3760,69,0.683
789185508,5,756,0.635,3918,70,0.628
807014583,3,0,0.915,4331,89,0.935
721388283,3,0,0.596,4844,58,0.871
716022258,3,2222,0.382,1853,40,0.333
789362058,3,0,0.928,4003,64,0.684
771460158,3,1776,0.673,3939,84,0.647
714147858,3,1044,0.524,3920,85,0.491
708394908,5,1442,0.659,3945,65,0.548
778433283,3,0,0.47,2031,53,1.038
720637008,6,1426,0.966,3210,52,0.733
716877258,4,1374,0.703,4641,65,0.711
812973708,6,1661,1.117,3247,69,0.865
788760633,4,1495,0.505,3503,68,0.511
718602708,3,1541,0.763,3475,82,0.673
712365483,5,1731,0.712,3690,76,0.52
789154833,5,912,0.894,4137,72,0.532
715849983,4,0,0.975,4007,82,0.952
780336258,6,1257,0.834,4528,75,0.786
716567433,3,1229,0.781,4337,82,1.05
713057658,5,935,0.649,4128,72,0.674
718191483,6,1362,0.68,3555,75,0.471
811527933,3,1758,0.8,2291,39,0.773
778617708,6,864,0.766,2299,40,0.481
785055108,4,1142,0.722,3889,60,0.818
822961533,5,0,0.808,3998,70,1.0
709124883,5,1796,0.628,5228,93,0.661
772574283,3,0,0.565,1654,30,0.579
761240358,5,1219,0.805,4295,77,0.791
708469533,6,1439,0.781,3523,79,0.717
769927533,4,1422,0.662,4613,72,0.6
718545033,4,1567,0.744,5146,78,0.733
714972558,2,0,0.889,2729,45,0.406
772204758,3,1165,0.634,2306,46,0.643
709039533,6,1095,0.572,3829,55,0.964
716492583,6,1708,0.903,4539,89,0.745
766381908,4,1263,0.71,4597,80,0.6
719109783,3,1809,0.724,4323,72,0.5
796236258,5,1128,0.613,4030,86,0.483
709700058,5,989,1.222,4451,70,0.429
716905158,3,0,0.807,3904,72,1.118
718851783,4,2386,0.698,3924,65,0.512
709709283,1,321,0.586,2256,40,0.29
711993258,5,2057,0.821,4240,73,0.587
780105483,3,377,1.048,2799,49,0.485
718350033,3,1881,1.111,2909,58,1.522
715294083,2,0,0.451,1760,40,0.6
710905908,4,1355,0.66,1939,30,0.5
721387008,3,1783,0.479,4792,69,0.643
715411608,3,1112,0.588,2978,61,0.906
710598408,6,0,0.816,4557,94,0.843
718521258,6,0,0.744,3445,76,0.767
713138433,4,1020,0.683,3206,54,0.8
718819158,3,2196,0.733,4361,75,0.63
718871358,4,0,0.649,4964,82,0.907
720186258,5,1170,0.547,4136,77,0.604
710197308,4,0,1.017,4089,73,0.872
817086783,4,2162,0.924,2005,32,0.684
749211483,4,1905,0.906,4932,67,0.914
789749433,5,2340,0.608,4730,82,0.708
715082133,5,1492,0.744,3407,61,0.694
714946908,6,1352,0.797,3300,68,0.545
716711433,3,157,0.699,2270,46,0.394
712429458,5,1770,0.545,4054,72,0.674
708406083,5,2493,0.824,5211,90,0.765
720029508,3,1312,0.462,4100,67,0.675
709227033,5,1548,0.872,4030,73,0.78
720846558,6,0,0.665,2512,45,0.324
716475183,3,753,0.858,4326,81,0.761
714296358,4,2486,0.838,4831,78,0.529
719998233,6,964,0.521,2922,71,0.775
719217483,5,1775,0.754,4200,67,0.675
720479058,4,851,0.983,4379,64,0.829
779192283,3,2517,0.842,4156,77,0.833
716385033,6,1201,0.77,4157,71,0.651
711588708,1,458,0.613,1863,42,0.312
